SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
24Q455,NEWTOWN HIGH SCHOOL,12/12/2024 12:00:00 AM,76.61
24Q485,GROVER CLEVELAND HIGH SCHOOL,12/12/2024 12:00:00 AM,79.32
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,12/12/2024 12:00:00 AM,92.08
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,12/12/2024 12:00:00 AM,85.91
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,12/12/2024 12:00:00 AM,85.16
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",12/12/2024 12:00:00 AM,89.28
24Q585,MASPETH HIGH SCHOOL,12/12/2024 12:00:00 AM,90.21
24Q600,QUEENS TECHNICAL HIGH SCHOOL,12/12/2024 12:00:00 AM,87.46
24Q610,AVIATION CAREER TECHNICAL EDUCATION HIGH SCHOOL,12/12/2024 12:00:00 AM,93.58
24Q744,VOYAGES PREPARATORY,12/12/2024 12:00:00 AM,60.09
25Q020,P.S. 020 JOHN BOWNE,12/12/2024 12:00:00 AM,93.75
25Q021,P.S. 021 EDWARD HART,12/12/2024 12:00:00 AM,94.76
25Q022,P.S. 022 THOMAS JEFFERSON,12/12/2024 12:00:00 AM,93.6
25Q024,P.S. 024 ANDREW JACKSON,12/12/2024 12:00:00 AM,95.5
25Q025,I.S. 025 ADRIEN BLOCK,12/12/2024 12:00:00 AM,95.8
25Q029,P.S. 029 QUEENS,12/12/2024 12:00:00 AM,92.28
25Q032,P.S. 032 STATE STREET,12/12/2024 12:00:00 AM,95.01
25Q079,P.S. 079 FRANCIS LEWIS,12/12/2024 12:00:00 AM,93.46
25Q107,P.S. 107 THOMAS A DOOLEY,12/12/2024 12:00:00 AM,93.21
25Q120,P.S. 120 QUEENS,12/12/2024 12:00:00 AM,94.94
25Q129,P.S. 129 PATRICIA LARKIN,12/12/2024 12:00:00 AM,92.87
25Q130,P.S. 130,12/12/2024 12:00:00 AM,92.99
25Q154,P.S. 154 QUEENS,12/12/2024 12:00:00 AM,92.71
25Q163,P.S. 163 FLUSHING HEIGHTS,12/12/2024 12:00:00 AM,95.77
25Q164,P.S. 164 QUEENS VALLEY,12/12/2024 12:00:00 AM,94.7
25Q165,P.S. 165 EDITH K. BERGTRAUM,12/12/2024 12:00:00 AM,90.42
25Q169,P.S. 169 BAY TERRACE,12/12/2024 12:00:00 AM,94.87
25Q184,P.S. 184 FLUSHING MANOR,12/12/2024 12:00:00 AM,94.61
25Q185,J.H.S. 185 EDWARD BLEEKER,12/12/2024 12:00:00 AM,96.18
25Q189,J.H.S. 189 DANIEL CARTER BEARD,12/12/2024 12:00:00 AM,95
25Q193,P.S. 193 ALFRED J. KENNEDY,12/12/2024 12:00:00 AM,95.53
25Q194,J.H.S. 194 WILLIAM CARR,12/12/2024 12:00:00 AM,94.52
25Q200,P.S. M.S. 200 THE MAGNET SCHOOL OF GLOBAL STUDIE,12/12/2024 12:00:00 AM,91.66
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESE,12/12/2024 12:00:00 AM,89.06
25Q209,P.S. 209 CLEARVIEW GARDENS,12/12/2024 12:00:00 AM,96.58
25Q214,P.S. 214 CADWALLADER COLDEN,12/12/2024 12:00:00 AM,91.74
25Q219,P.S. 219 PAUL KLAPPER,12/12/2024 12:00:00 AM,94.71
25Q237,I.S. 237,12/12/2024 12:00:00 AM,95.56
25Q240,VERITAS ACADEMY,12/12/2024 12:00:00 AM,85.73
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,12/12/2024 12:00:00 AM,85.62
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,12/12/2024 12:00:00 AM,89.57
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,95.19
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC,12/12/2024 12:00:00 AM,89.96
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",12/12/2024 12:00:00 AM,93.05
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,12/12/2024 12:00:00 AM,84.65
25Q281,EAST WEST SCHOOL OF INTERNATIONAL STUDIES,12/12/2024 12:00:00 AM,92.32
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,12/12/2024 12:00:00 AM,92.07
25Q294,BELL ACADEMY,12/12/2024 12:00:00 AM,93.86
25Q379,COLLEGE POINT COLLABORATIVE,12/12/2024 12:00:00 AM,94
25Q409,DISTRICT 25 PRE K CENTER,12/12/2024 12:00:00 AM,83.85
25Q425,JOHN BOWNE HIGH SCHOOL,12/12/2024 12:00:00 AM,72.95
25Q460,FLUSHING HIGH SCHOOL,12/12/2024 12:00:00 AM,68.76
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",12/12/2024 12:00:00 AM,94.39
25Q525,TOWNSEND HARRIS HIGH SCHOOL,12/12/2024 12:00:00 AM,96.19
25Q540,QUEENS ACADEMY HIGH SCHOOL,12/12/2024 12:00:00 AM,68.47
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,12/12/2024 12:00:00 AM,84.64
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,12/12/2024 12:00:00 AM,60.74
26Q018,P.S. 018 WINCHESTER,12/12/2024 12:00:00 AM,88.91
26Q026,P.S. 026 RUFUS KING,12/12/2024 12:00:00 AM,91.74
26Q031,P.S. 031 BAYSIDE,12/12/2024 12:00:00 AM,91.45
26Q041,P.S. 041 CROCHERON,12/12/2024 12:00:00 AM,93.14
26Q046,P.S. 046 ALLEY POND,12/12/2024 12:00:00 AM,93.57
26Q067,J.H.S. 067 LOUIS PASTEUR,12/12/2024 12:00:00 AM,97.7
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,12/12/2024 12:00:00 AM,96.66
26Q094,P.S. 094 DAVID D. PORTER,12/12/2024 12:00:00 AM,95.23
26Q098,P.S. 098 THE DOUGLASTON SCHOOL,12/12/2024 12:00:00 AM,92.53
26Q115,THE JAMES J. AMBROSE SCHOOL,12/12/2024 12:00:00 AM,95.31
26Q133,P.S. 133 THE BELLEROSE SCHOOL OF EXCELLENCE,12/12/2024 12:00:00 AM,94.85
26Q158,M.S. 158 MARIE CURIE,12/12/2024 12:00:00 AM,96.08
26Q159,P.S. 159,12/12/2024 12:00:00 AM,95.08
26Q162,P.S. 162 JOHN GOLDEN,12/12/2024 12:00:00 AM,95.93
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,12/12/2024 12:00:00 AM,94.72
26Q173,P.S. 173 FRESH MEADOWS,12/12/2024 12:00:00 AM,92.7
26Q178,P.S. IS 178 HOLLISWOOD,12/12/2024 12:00:00 AM,94.32
26Q186,P.S. 186 CASTLEWOOD,12/12/2024 12:00:00 AM,93.71
26Q188,P.S. 188 KINGSBURY,12/12/2024 12:00:00 AM,95.94
26Q191,P.S. 191 MAYFLOWER,12/12/2024 12:00:00 AM,92.21
26Q203,P.S. 203 OAKLAND GARDENS,12/12/2024 12:00:00 AM,96.35
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,12/12/2024 12:00:00 AM,92.41
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,12/12/2024 12:00:00 AM,92.24
26Q216,J.H.S. 216 GEORGE J. RYAN,12/12/2024 12:00:00 AM,94.98
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,12/12/2024 12:00:00 AM,94.69
26Q266,P.S. I.S. 266,12/12/2024 12:00:00 AM,93.11
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,12/12/2024 12:00:00 AM,88.07
26Q376,P.S. 376,12/12/2024 12:00:00 AM,95.42
26Q390,THE CIVIC SCHOOL OF BAYSIDE HILLS,12/12/2024 12:00:00 AM,90.75
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,12/12/2024 12:00:00 AM,48.52
26Q430,FRANCIS LEWIS HIGH SCHOOL,12/12/2024 12:00:00 AM,86.39
26Q435,MARTIN VAN BUREN HIGH SCHOOL,12/12/2024 12:00:00 AM,81.79
26Q495,BAYSIDE HIGH SCHOOL,12/12/2024 12:00:00 AM,88.69
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",12/12/2024 12:00:00 AM,88.07
27Q042,P.S. M.S 042 R. VERNAM,12/12/2024 12:00:00 AM,81.98
27Q043,P.S. 043,12/12/2024 12:00:00 AM,84.89
27Q045,P.S. 045 CLARENCE WITHERSPOON,12/12/2024 12:00:00 AM,86.75
27Q047,P.S. 047 CHRIS GALAS,12/12/2024 12:00:00 AM,92.72
27Q051,P.S. 051,12/12/2024 12:00:00 AM,78.89
27Q053,M.S. 053 BRIAN PICCOLO,12/12/2024 12:00:00 AM,85.65
27Q056,P.S. 056 HARRY EICHLER,12/12/2024 12:00:00 AM,89.28
27Q060,P.S. 060 WOODHAVEN,12/12/2024 12:00:00 AM,91.59
27Q062,P. S. 62 CHESTER PARK SCHOOL,12/12/2024 12:00:00 AM,92.55
27Q063,P.S. 063 OLD SOUTH,12/12/2024 12:00:00 AM,85.39
27Q064,P.S. 064 JOSEPH P. ADDABBO,12/12/2024 12:00:00 AM,89.95
27Q065,P.S. 65 THE RAYMOND YORK ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,90.26
27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,12/12/2024 12:00:00 AM,91.21
27Q090,P.S. 090 HORACE MANN,12/12/2024 12:00:00 AM,91.08
27Q096,P.S. 096,12/12/2024 12:00:00 AM,91.37
27Q097,P.S. 097 FOREST PARK,12/12/2024 12:00:00 AM,92.88
27Q100,P.S. 100 GLEN MORRIS,12/12/2024 12:00:00 AM,87.48
27Q104,P.S. 104 THE BAYS WATER,12/12/2024 12:00:00 AM,92.96
27Q105,P.S. 105 THE BAY SCHOOL,12/12/2024 12:00:00 AM,87.62
27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,85.27
27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,12/12/2024 12:00:00 AM,89.6
27Q114,P.S. M.S. 114 BELLE HARBOR,12/12/2024 12:00:00 AM,92.5
27Q123,P.S. 123,12/12/2024 12:00:00 AM,89.52
27Q124,P.S. 124 OSMOND A CHURCH,12/12/2024 12:00:00 AM,91.47
27Q137,M.S. 137 AMERICA S SCHOOL OF HEROES,12/12/2024 12:00:00 AM,91.91
27Q146,P.S. 146 HOWARD BEACH,12/12/2024 12:00:00 AM,93.67
27Q155,P.S. 155,12/12/2024 12:00:00 AM,93.09
27Q183,P.S. 183 DR. RICHARD R. GREEN,12/12/2024 12:00:00 AM,79.85
27Q197,P.S. 197 THE OCEAN SCHOOL,12/12/2024 12:00:00 AM,89.12
27Q202,J.H.S. 202 ROBERT H. GODDARD,12/12/2024 12:00:00 AM,91.11
27Q207,P.S. 207 ROCKWOOD PARK,12/12/2024 12:00:00 AM,90.44
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,12/12/2024 12:00:00 AM,91.15
27Q223,P.S. 223 LYNDON B. JOHNSON,12/12/2024 12:00:00 AM,84.64
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,12/12/2024 12:00:00 AM,90.62
27Q232,P.S. 232 LINDENWOOD,12/12/2024 12:00:00 AM,89.98
27Q253,THE RANDOLPH HOLDER SCHOOL FOR SOCIAL JUSTICE,12/12/2024 12:00:00 AM,90.71
27Q254,P.S. 254 THE ROSA PARKS SCHOOL,12/12/2024 12:00:00 AM,92.53
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,12/12/2024 12:00:00 AM,75.93
27Q261,VOYAGES PREP SOUTH QUEENS,12/12/2024 12:00:00 AM,53.9
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,12/12/2024 12:00:00 AM,86.42
27Q273,P.S. 273,12/12/2024 12:00:00 AM,91.94
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,12/12/2024 12:00:00 AM,95
27Q297,HAWTREE CREEK MIDDLE SCHOOL,12/12/2024 12:00:00 AM,90.81
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND",12/12/2024 12:00:00 AM,81.06
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,12/12/2024 12:00:00 AM,92.09
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,12/12/2024 12:00:00 AM,90.56
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,12/12/2024 12:00:00 AM,77.75
27Q314,EPIC HIGH SCHOOL SOUTH,12/12/2024 12:00:00 AM,82.76
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,91.48
27Q317,WATERSIDE CHILDREN S STUDIO SCHOOL,12/12/2024 12:00:00 AM,91.91
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,12/12/2024 12:00:00 AM,93.28
27Q319,VILLAGE ACADEMY,12/12/2024 12:00:00 AM,91.45
27Q323,SCHOLARS ACADEMY,12/12/2024 12:00:00 AM,92.48
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,12/12/2024 12:00:00 AM,77.82
27Q333,GOLDIE MAPLE ACADEMY,12/12/2024 12:00:00 AM,87.58
27Q334,EPIC HIGH SCHOOL NORTH,12/12/2024 12:00:00 AM,85.08
27Q336,DISTRICT 27 PRE K CENTER,12/12/2024 12:00:00 AM,78.71
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,12/12/2024 12:00:00 AM,78.54
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,90.32
27Q377,S.T.A.R. LEADERSHIP ACADEMY,12/12/2024 12:00:00 AM,93.63
27Q400,AUGUST MARTIN HIGH SCHOOL,12/12/2024 12:00:00 AM,88.34
27Q475,RICHMOND HILL HIGH SCHOOL,12/12/2024 12:00:00 AM,81.17
27Q480,JOHN ADAMS HIGH SCHOOL,12/12/2024 12:00:00 AM,77.36
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A",12/12/2024 12:00:00 AM,91.26
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,12/12/2024 12:00:00 AM,90.88
28Q040,P.S. 040 SAMUEL HUNTINGTON,12/12/2024 12:00:00 AM,84.21
28Q048,DAVID N. DINKINS SCHOOL,12/12/2024 12:00:00 AM,87.36
28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,90.28
28Q054,P.S. 054 HILLSIDE,12/12/2024 12:00:00 AM,92.65
28Q055,P.S. 055 MAURE,12/12/2024 12:00:00 AM,90.42
28Q072,CATHERINE COUNT BASIE MIDDLE SCHOOL 72,12/12/2024 12:00:00 AM,93.11
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,12/12/2024 12:00:00 AM,92.2
28Q082,P.S. 082 HAMMOND,12/12/2024 12:00:00 AM,89.43
28Q086,P.S. Q086,12/12/2024 12:00:00 AM,92.77
28Q099,P.S. 099 KEW GARDENS,12/12/2024 12:00:00 AM,92.37
28Q101,P.S. 101 SCHOOL IN THE GARDENS,12/12/2024 12:00:00 AM,94.27
28Q117,P.S. 117 J. KELD BRIARWOOD SCHOOL,12/12/2024 12:00:00 AM,90.4
28Q121,P.S. 121 QUEENS,12/12/2024 12:00:00 AM,90.34
28Q139,P.S. 139 REGO PARK,12/12/2024 12:00:00 AM,92.08
28Q140,P.S. 140 EDWARD K ELLINGTON,12/12/2024 12:00:00 AM,89.74
28Q144,P.S. 144 COL JEROMUS REMSEN,12/12/2024 12:00:00 AM,92.81
28Q157,J.H.S. 157 STEPHEN A. HALSEY,12/12/2024 12:00:00 AM,93.8
28Q160,P.S. 160 WALTER FRANCIS BISHOP,12/12/2024 12:00:00 AM,87.74
28Q161,P.S. 161 ARTHUR ASHE SCHOOL,12/12/2024 12:00:00 AM,89.64
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,12/12/2024 12:00:00 AM,92.81
28Q174,P.S. 174 WILLIAM SIDNEY MOUNT,12/12/2024 12:00:00 AM,94.35
28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,12/12/2024 12:00:00 AM,90.87
28Q182,P.S. 182 SAMANTHA SMITH,12/12/2024 12:00:00 AM,90.62
28Q190,J.H.S. 190 RUSSELL SAGE,12/12/2024 12:00:00 AM,92.42
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,12/12/2024 12:00:00 AM,93.06
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,12/12/2024 12:00:00 AM,93.96
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,12/12/2024 12:00:00 AM,90.98
28Q220,P.S. 220 EDWARD MANDEL,12/12/2024 12:00:00 AM,90.49
28Q284,YORK EARLY COLLEGE ACADEMY,12/12/2024 12:00:00 AM,92.22
28Q287,THE EMERSON SCHOOL,12/12/2024 12:00:00 AM,86.57
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,12/12/2024 12:00:00 AM,95.46
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,12/12/2024 12:00:00 AM,76.09
28Q312,JAMAICA CHILDREN S SCHOOL,12/12/2024 12:00:00 AM,90.03
28Q325,HILLSIDE ARTS LETTERS ACADEMY,12/12/2024 12:00:00 AM,80.05
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,12/12/2024 12:00:00 AM,89.59
28Q332,REDWOOD MIDDLE SCHOOL,12/12/2024 12:00:00 AM,92
28Q335,THE EZRA JACK KEATS PRE K CENTER,12/12/2024 12:00:00 AM,76.09
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,12/12/2024 12:00:00 AM,72.77
28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,12/12/2024 12:00:00 AM,90.61
28Q350,JAMAICA GATEWAY TO THE SCIENCES,12/12/2024 12:00:00 AM,89.68
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,12/12/2024 12:00:00 AM,87.66
28Q358,M.S. 358,12/12/2024 12:00:00 AM,93.31
28Q440,FOREST HILLS HIGH SCHOOL,12/12/2024 12:00:00 AM,80.77
28Q505,HILLCREST HIGH SCHOOL,12/12/2024 12:00:00 AM,79.28
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,12/12/2024 12:00:00 AM,93.13
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,12/12/2024 12:00:00 AM,94.25
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,12/12/2024 12:00:00 AM,88.24
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,12/12/2024 12:00:00 AM,95.74
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,12/12/2024 12:00:00 AM,89.07
28Q896,"YOUNG WOMEN S LEADERSHIP SCHOOL, QUEENS",12/12/2024 12:00:00 AM,93.19
29Q015,P.S. 015 JACKIE ROBINSON,12/12/2024 12:00:00 AM,93.83
29Q033,P.S. 033 EDWARD M. FUNK,12/12/2024 12:00:00 AM,89.04
29Q034,P.S. 034 JOHN HARVARD,12/12/2024 12:00:00 AM,92.58
29Q035,P.S. 035 NATHANIEL WOODHULL,12/12/2024 12:00:00 AM,88.39
29Q036,P.S. 036 SAINT ALBANS SCHOOL,12/12/2024 12:00:00 AM,93.5
29Q037,CYNTHIA JENKINS SCHOOL,12/12/2024 12:00:00 AM,90.34
29Q038,P.S. 038 ROSEDALE,12/12/2024 12:00:00 AM,90.43
29Q052,P.S. 052 QUEENS,12/12/2024 12:00:00 AM,83.68
29Q059,I.S. 059 SPRINGFIELD GARDENS,12/12/2024 12:00:00 AM,91.62
29Q095,P.S. 095 EASTWOOD,12/12/2024 12:00:00 AM,90.26
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,12/12/2024 12:00:00 AM,91.19
29Q116,P.S. I.S. 116 WILLIAM C. HUGHLEY,12/12/2024 12:00:00 AM,78.83
29Q118,P.S. 118 LORRAINE HANSBERRY,12/12/2024 12:00:00 AM,90.55
29Q131,P.S. 131 ABIGAIL ADAMS,12/12/2024 12:00:00 AM,91.32
29Q132,P.S. 132 RALPH BUNCHE,12/12/2024 12:00:00 AM,89.41
29Q134,P.S. 134 HOLLIS,12/12/2024 12:00:00 AM,88.85
29Q135,THE BELLAIRE SCHOOL,12/12/2024 12:00:00 AM,88.35
29Q136,P.S. 136 ROY WILKINS,12/12/2024 12:00:00 AM,93.57
29Q138,P.S. M.S. 138 SUNRISE,12/12/2024 12:00:00 AM,88.8
29Q147,P.S. M.S. 147 RONALD MCNAIR,12/12/2024 12:00:00 AM,90.06
29Q156,P.S. 156 LAURELTON,12/12/2024 12:00:00 AM,85.22
29Q176,P.S. 176 CAMBRIA HEIGHTS,12/12/2024 12:00:00 AM,92.76
29Q181,P.S. 181 BROOKFIELD,12/12/2024 12:00:00 AM,90.11
29Q192,I.S. 192 THE LINDEN,12/12/2024 12:00:00 AM,89.72
29Q195,P.S. 195 WILLIAM HABERLE,12/12/2024 12:00:00 AM,88.99
29Q208,P.S. I.S. 208,12/12/2024 12:00:00 AM,93.19
29Q238,I.S. 238 SUSAN B. ANTHONY ACADEMY,12/12/2024 12:00:00 AM,87.05
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,12/12/2024 12:00:00 AM,87.52
29Q248,QUEENS PREPARATORY ACADEMY,12/12/2024 12:00:00 AM,80.67
29Q251,P.S. 251 QUEENS,12/12/2024 12:00:00 AM,88.47
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,12/12/2024 12:00:00 AM,86.89
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,12/12/2024 12:00:00 AM,78.09
29Q268,P.S. I.S. 268,12/12/2024 12:00:00 AM,91.57
29Q270,THE GORDON PARKS SCHOOL,12/12/2024 12:00:00 AM,86.46
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,12/12/2024 12:00:00 AM,77.34
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,12/12/2024 12:00:00 AM,89.2
29Q289,QUEENS UNITED MIDDLE SCHOOL,12/12/2024 12:00:00 AM,90.51
29Q295,P.S. I.S. 295,12/12/2024 12:00:00 AM,90.81
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE INFORM,12/12/2024 12:00:00 AM,86.82
29Q326,CAMBRIA HEIGHTS ACADEMY,12/12/2024 12:00:00 AM,88.35
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,12/12/2024 12:00:00 AM,94.79
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,12/12/2024 12:00:00 AM,85.21
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,12/12/2024 12:00:00 AM,86.44
29Q360,P.S. 360,12/12/2024 12:00:00 AM,92.96
29Q381,DISTRICT 29 PRE K CENTER,12/12/2024 12:00:00 AM,75.24
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",12/12/2024 12:00:00 AM,79.79
29Q498,"HEALTH, ARTS, ROBOTICS, AND TECHNOLOGY HIGH SCHOOL",12/12/2024 12:00:00 AM,83.46
30Q002,P.S. 002 ALFRED ZIMBERG,12/12/2024 12:00:00 AM,91.47
30Q010,I.S. 010 HORACE GREELEY,12/12/2024 12:00:00 AM,92.97
30Q011,P.S. 011 KATHRYN PHELAN,12/12/2024 12:00:00 AM,90.19
30Q017,P.S. 017 HENRY DAVID THOREAU,12/12/2024 12:00:00 AM,90.16
30Q069,P.S. 069 JACKSON HEIGHTS,12/12/2024 12:00:00 AM,92.28
30Q070,P.S. 070,12/12/2024 12:00:00 AM,91.68
30Q076,P.S. 076 WILLIAM HALLET,12/12/2024 12:00:00 AM,63.27
30Q078,P.S. I.S. 78Q,12/12/2024 12:00:00 AM,92
30Q084,P.S. 084 STEINWAY,12/12/2024 12:00:00 AM,87
30Q085,P.S. 085 JUDGE CHARLES VALLONE,12/12/2024 12:00:00 AM,94.06
30Q092,P.S. 092 HARRY T. STEWART SR.,12/12/2024 12:00:00 AM,92.81
30Q111,P.S. 111 JACOB BLACKWELL,12/12/2024 12:00:00 AM,80.03
30Q112,P.S. 112 DUTCH KILLS,12/12/2024 12:00:00 AM,86.37
30Q122,P.S. 122 MAMIE FAY,12/12/2024 12:00:00 AM,93.01
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,12/12/2024 12:00:00 AM,90.5
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,12/12/2024 12:00:00 AM,90.44
30Q141,I.S. 141 THE STEINWAY,12/12/2024 12:00:00 AM,91.89
30Q145,I.S. 145 JOSEPH PULITZER,12/12/2024 12:00:00 AM,92.81
30Q148,P.S. 148 QUEENS,12/12/2024 12:00:00 AM,89.9
30Q149,P.S. 149 CHRISTA MCAULIFFE,12/12/2024 12:00:00 AM,92.59
30Q150,P.S. 150 QUEENS,12/12/2024 12:00:00 AM,93.93
30Q151,P.S. 151 MARY D. CARTER,12/12/2024 12:00:00 AM,92.04
30Q166,P.S. 166 HENRY GRADSTEIN,12/12/2024 12:00:00 AM,92.8
30Q171,P.S. 171 PETER G. VAN ALST,12/12/2024 12:00:00 AM,92.19
30Q204,I.S. 204 OLIVER W. HOLMES,12/12/2024 12:00:00 AM,86.41
30Q212,P.S. 212,12/12/2024 12:00:00 AM,96.82
30Q222,P.S. Q222 FIRE FIGHTER CHRISTOPHER A. SANTORA SC,12/12/2024 12:00:00 AM,87
30Q227,I.S. 227 LOUIS ARMSTRONG,12/12/2024 12:00:00 AM,94.44
30Q228,THE IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE A,12/12/2024 12:00:00 AM,93.4
30Q230,I.S. 230,12/12/2024 12:00:00 AM,93.22
30Q234,P.S. 234,12/12/2024 12:00:00 AM,90.49
30Q235,ACADEMY FOR NEW AMERICANS,12/12/2024 12:00:00 AM,93.22
30Q258,ENERGY TECH HIGH SCHOOL,12/12/2024 12:00:00 AM,89.93
30Q280,PS280Q: HOME OF THE LIONHEARTS,12/12/2024 12:00:00 AM,92.25
30Q286,"YOUNG WOMEN S LEADERSHIP SCHOOL, ASTORIA",12/12/2024 12:00:00 AM,92.21
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,12/12/2024 12:00:00 AM,90.77
30Q300,THE 30TH AVENUE SCHOOL G T CITYWIDE,12/12/2024 12:00:00 AM,93.71
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,12/12/2024 12:00:00 AM,92.12
30Q361,THE WOODSIDE COMMUNITY SCHOOL,12/12/2024 12:00:00 AM,94.15
30Q367,MOTION PICTURE TECHNICAL HIGH SCHOOL,12/12/2024 12:00:00 AM,88.95
30Q384,HUNTERS POINT ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,95.49
30Q389,DISTRICT 30 PRE K CENTER,12/12/2024 12:00:00 AM,NS
30Q398,THE HECTOR FIGUEROA SCHOOL,12/12/2024 12:00:00 AM,95.05
30Q417,GOTHAM TECH HIGH SCHOOL,12/12/2024 12:00:00 AM,87.45
30Q429,I.S 429,12/12/2024 12:00:00 AM,92.8
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,12/12/2024 12:00:00 AM,78.6
